name;location;info;description;homepage;linkedin;xing;facebook;twitter;instagram;youtube;Bauingenieurwesen;Elektrotechnik;Erneuerbare Energien & Umwelttechnik;Informatik;Landschaftsarchitektur;Maschinentechnik & Innovation;Raumplanung;Wirtschaftsingenieurwesen;Internship;Trainee;Full-Time;tag_0;tag_1;tag_2;tag_3;tag_4
JMS RISI AG;Geb 1, 2. OG;Als Mitglied der JMS-Gruppe verfügen wir über ein umfassendes Leistungsangebot und eine starke Marktstellung in der Deutschschweiz im Bereich Tief- und Spezialtiefbau.;Schwierige geologische Verhältnisse in dicht überbauten Gebieten stellen heutzutage grosse Anforderungen an den Tief- und Spezialtiefbau. JMS RISI ist für diese Bereiche ausgewiesener Experte und findet auch für komplexe Aufgabenstellungen optimale und wirtschaftliche Lösungen. Bist auch du diesen Aufgaben gewachsen? Dann bewirb dich noch heute bei uns.;www.jms-risi.ch / www.nachhaltig-natuerlich.ch;;;www.facebook.com/jmsrisi;;https://www.instagram.com/jmsgruppe/;;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Tiefbau;Spezialtiefbau;Nachhaltig;;
KIBAG;Geb 1, 2. OG;Die KIBAG ist eine führende Schweizer Unternehmensgruppe in den Bereichen Baustoffe, Bauleistungen sowie Umwelt und Entsorgung. Sie beschäftigt rund 1800 Mitarbeitende.;Die KIBAG entstand 1926 aus dem Zusammenschluss von zwei Kies- und Bagger-Betrieben. Sie umfasst heute 13 Kies- und 21 Betonwerke, 17 Baubetriebe aus dem Strassen- und Tiefbaubereich sowie Spezialitäten wie Wasserbau, Bohrungen, Geothermie und Kanaldienstleistungen. Zum Unternehmen gehören zudem mehrere Recycling- und Entsorgungsunternehmen sowie Dienstleister aus dem Freizeitbereich. Das Leistungsspektrum umfasst darüber hinaus Labordienstleistungen im Baustoffbereich, Wartungen und Reparaturen von Maschinen sowie die Verwaltung von Grundstücken und Liegenschaften. ;www.kibag.ch;https://ch.linkedin.com/company/kibag-gruppe;;www.facebook.com/kibag-gruppe, ;;www.instagram.com/kibag_gruppe;;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;Projectmanagement;Baustoffe;Recycling;Ressourcen;
Komax AG;Geb 1, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Kunststoff Schwanden;Geb 5, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Kurath Engineering AG;Geb 1, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Legic Identsystems AG;Geb 1, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Leica Geosystems;Geb 8, 1. UG;Shape smart change;Stell dir vor, du entwickelst in einem jungen und erfolgreichen Team die Navigation für autonome Fahrzeuge. Oder du kreierst High-End-Systeme, die den Wohnraum von Millionen Menschen vor Umweltkatastrophen schützen und rechtzeitig warnen. Stell dir vor, du arbeitest in eime der führenden Technologieunternehmen der Ostschweiz. An 36 Standorten weltweit, mit mehr als 5.000 Mitarbeitenden.;https://leica-geosystems.com/;;https://www.xing.com/companies/leicageosystemsag?sc_o=da980_e;https://www.facebook.com/LeicaGeosystems/;https://twitter.com/LeicaGeosystems;https://www.instagram.com/leicageosystemsag/;;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Diplomarbeit;Innovativ;;;
Losinger Marazzi AG;Geb 1, 2. OG;Als führendes Unternehmen für intelligentes Bauen nehmen wir die Herausforderungen einer immer komplexer werdenden, vernetzten und mobilen Gesellschaft an;Als führendes Unternehmen für intelligentes Bauen, das die Herausforderungen einer immer komplexer werdenden, vernetzten und mobilen Gesellschaft annimmt, formen wir die Zukunft. Wir setzen auf ein strukturiertes, partizipatives Vorgehen, nehmen gesellschaftliche und ökologische Verantwortung wahr und tragen damit zum Wohlbefinden heutiger und kommender Generationen bei. Wir sind die Ersten, an die man denkt, wenn es um innovatives Bauen, die Entwicklung intelligenter, lebenswerter Städte und die nachhaltige Erneuerung von Arealen geht. Wir sind Experten darin, den Vorstellungen unserer Kunden Form zu verleihen, vom ersten Ansatz bis zum letzten Schliff im Betrieb und in der Instandhaltung. Wir fördern und fordern Talente auf lange Sicht hinaus. Wir leben klare Werte und Grundsätze, begrüssen dabei Vielfalt und zeigen soziale Verantwortung. Losinger Marazzi will als Arbeitgeber führend sein. Der Anspruch, zu den führenden Arbeitgebern zu gehören – interessant, attraktiv und motivierend – leitet sich aus unserer Strategie ab und konkretisiert sich im Rahmen unserer Projekte und auf unseren Baustellen.;https://losinger-marazzi.ch/de/;;;;;;;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
M&F Engineering AG;Geb 1, 1. OG;M&F Engineering ist der Industrie 4.0 Spezialist für kompetente Software-Entwicklung und massgeschneiderte Prüfsysteme.;"Wir bieten wir ein schweizweit einzigartiges Software Trainee-Programm, welches innovative Technologiefirmen und junge Software-Ingenieure zusammen bringt. Hast Du Deinen Hochschul-Abschluss bereits im Sack? Und willst Du Erfahrungen in der Software-Entwicklung sammeln, ohne Dich gleich festzulegen? Dann lerne bei uns in nur drei Jahren 4-6 Technologieunternehmen kennen!\n
Deine Vorteile:\n
•        Lerne extrem viel in kürzester Zeit\n
•        Regelmässige Betreuung von erfahrenen Ingenieuren\n
•        Interessante und lehrreiche Workshops jeden Monat\n
•        Aufbau eines umfassenden Netzwerks\n
•        Abwechslungsreiche und fordernde Software-Projekte\n
•        Zugang zu Top-Firmen mit Möglichkeit zur Festanstellung\n

Unsere Partnerfirmen im Trainee-Programm sind unter anderem: EBP, Komax, Jakob Müller, Siemens, Comerge, Dectris, KnowGravity, AskMeWhy, Thales, Ferag, Autexis, etc.";www.m-f.ch;www.linkedin.com/company/m&f-engineering-ag/;www.xing.com/companies/m%26fengineeringag;;;;www.youtube.com/channel/UC8ILI7TuONpwKfpax1n39Gw;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;Full-Stack;Industrie 4.0;;;
Maagtechnic AG;Geb 4, 1. OG;Handels-, Fabrikations- und Dienstleistungsunternehmen in Industrie & Gewerbe für Elastomer-, Kunststoff-, Fluid-, Antriebstechnik & Arbeitssicherheit und Betriebsmitte.;Die Maagtechnic AG ist ein Schweizer Industriedienstleister, der als Multiproduktspezialist Komponenten und Services für Produktionsunternehmen liefert. In der Schweiz engagieren sich rund 250 Mitarbeitende in den Bereichen Elastomertechnik, Kunststofftechnik, Fluid- und Antriebstechnik, Schmiertechnik sowie Arbeitsschutz und Betriebsmittel. Als Entwickler und Hersteller mit langjähriger Engineering-Erfahrung, sowie als zuverlässiger Service- und Logistikpartner findet die Maagtechnic AG die optimale Lösung für die spezifischen Anliegen ihrer Kunden. Seit 2014 gehört die Maagtechnic AG zur international tätigen ERIKS-Gruppe mit Sitz in den Niederlanden. Ihre Kunden profitieren so von einem einzigartigen Verbund von Produktions- und Dienstleistungsstandorten und der damit einhergehenden Kompetenztiefe.;www.maagtechnic.ch / www.eriks.com., ;www.linkedin.com/company/maagtechnicag/ ;;www.facebook.com/maagtechnic;;;;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Elastomer;Kunstoff;Betriebsmittel;Antriebsysteme;Gummi
Marti Bauunternehmungen;Geb 1, 2. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;
M&S Software Engineering;Geb 1, 1. OG;M&S, der führende Hersteller von Sozialversicherungslösungen in der Schweiz, bietet spannende Einstiegsmöglichkeiten in die Softwareentwicklung an.;"M&S ist seit fast 30 Jahren die führende Software-Entwicklungsfirma im Bereich der Sozialversicherungen (Ausgleichs- und Pensionskassen) sowie der öffentlichen Verwaltungen in der Schweiz. Ein engagiertes Team mit aktuell rund 105 hoch qualifizierten Mitarbeitenden in Bern und Schlieren / ZH setzt mit einer erstklassigen Entwicklungsmethode Projekte termin-, kosten- und funktionsgerecht um. 
Wir arbeiten mit einem jungen, motivierten Team in einem innovativen Umfeld, mit modernster Infrastruktur sowie äusserst attraktiven Arbeits- und Anstellungsbedingungen. Die M&S gehört seit ein paar Jahren zu den Top 10 Arbeitgebern in der Schweiz (Quelle: www.kununu.com)! Wir suchen jedes Jahr 1-2 Bachelor-/Masterstudium Abgänger, welche ihre Karriere bei M&S starten wollen. ";"www.m-s.ch
https://www.kununu.com/ch/mathys-scheitlin2";;https://www.xing.com/companies/mathys%26scheitlinag;;;https://www.instagram.com/ms_softwareengineering/ ;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;DB Solutions;Sozialversicherungslösungen;.NET;;
maxon motor ag;Geb 1, Foyer;maxon motor ist ein globaler Spezialist für die Entwicklung und Produktion hochpräziser Antriebssysteme.;maxon motor entwickelt und baut präzise Antriebssysteme, die weltweit zu den Besten gehören. Sie werden überall dort eingesetzt, wo die Anforderungen hoch sind und Ingenieure keine Kompromisse eingehen wollen: maxon Motoren bewegen die NASA-Rover auf dem Mars. Zudem sind sie in Insulinpumpen, chirurgischen Handgeräten, humanoiden Robotern oder in präzisen Industrieanlagen eingebaut. Bei maxon arbeiten Ingenieure mit Leidenschaft. Wir unterhalten Forschungs- und Entwicklungsabteilungen mit rund 150 hochqualifizierten Mitarbeitenden. Diese garantieren neben den kontinuierlichen Produkteentwicklungen die stetige Verbesserung von Fertigungsverfahren sowie Produktions- und Prüfmitteln.;www.maxonmotor.ch;https://www.linkedin.com/company/maxon-motor-group/?viewAsMember=true;;;;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Antriebssysteme;Mechatronik;;;
mcs enginering ag;Geb 8, 1. UG;Wir entwickeln seit über 20 Jahren Hightech-Software für die Marktführer der Werkzeugmaschinen-Industrie. Mit unserer Software werden weltweit Maschinen programmiert und analysiert.;Wir entwickeln seit über 20 Jahren Hightech-Software für die Marktführer der Werkzeugmaschinen-Industrie. Mit unserer Software werden weltweit Maschinen programmiert und analysiert. Durch die konsequente Ausrichtung auf die Bedürfnisse der Maschinenindustrie hat mcs ein breites Know-How und starkes Netzwerk im Kontext Digitalisierung, Industrie 4.0, Maschine Learning und weiteren aktuellen Themen.;www.mcs.ch;;;;;;;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Industrie 4.0;Machine Learning;Virtual Reality;Data Science;MCS
MEquadrat AG;Geb 4, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;
Metrohm AG;Geb 4, 1. OG;Hightech Entwicklung und Produktion in der Ostschweiz.;Metrohm ist ein führendes Unternehmen in der instrumentellen, chemischen Analytik. Unsere weltweit mehr als 2‘500 Mitarbeitenden entwickeln, produzieren, verkaufen und warten hochpräzise Messinstrumente für chemische Analysen im Labor und in industriellen Fertigungsprozessen. Wir sind in über 100 Ländern mit eigenen Tochtergesellschaften oder Exklusivvertretungen präsent.;www.metrohm.com/jobs;www.linkedin.com/metrohm;www.xing.com/metrohm;www.facebook.com/Metrohm;;;;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;High tech;Interdisziplinär;Industrie;Fertigung;
METTLER TOLEDO SDC;Geb 8, 1. UG;METTLER TOLEDO ist der führende Hersteller und Anbieter von Präzisionsinstrumenten. Sie finden unsere Wägesysteme und analytischen Instrumente in Labors, der Industrie und im Lebensmittelhandel auf der ganzen Welt.;In unserem Software Development Center entwickeln wir eine PC-basierte Client-Server Software, über welche Hochpräzisions-Labor-Messgeräte gesteuert, Messdaten gesammelt und aufbereitet werden. Schnittstellen zu Drittsystemen gehören zum Funktionsumfang sowie das Verwalten von Instrumentendaten. Die Software wird weltweit vertrieben und unterstützt mehrere Sprachen. Um unsere führende Rolle weiter auszubauen, investieren wir in unsere Software Plattformen für neue Produkte. ;https://www.mt.com/ch/de/home/products/Laboratory_Weighing_Solutions/Accessories/software-for-balances.html;https://www.linkedin.com/company/mettlertoledo/;;https://www.facebook.com/mettlertoledo/;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;LabX;.NET;;;
METTLER TOLEDO;Geb 4, Aula;METTLER TOLEDO ist der führende Hersteller und Anbieter von Präzisionsinstrumenten. Sie finden unsere Wägesysteme und analytischen Instrumente in Labors, der Industrie und im Lebensmittelhandel auf der ganzen Welt.;"Bei METTLER TOLEDO sind wir stolz auf unsere einzigartige Firmenkultur: Jeder Mitarbeiter trägt dazu bei, unsere Firma zu einem grossartigen Arbeitgeber und einem starken Wellbewerbe im Markt zu machen. Bei uns können Sie neue Ideen entwickeln und geniessen einen hohen Freiheitsgrad in der Arbeitsgestaltung.
METTLER TOLEDO – Precisely Where You Belong!";www.mt.com;https://www.linkedin.com/company/mettlertoledo/;;https://www.facebook.com/mettlertoledo/;;;;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Innovation;Precision;Quality;;
Monex AG;Geb 8, 1. UG;Monex AG ist als IT-Dienstleister für Banken tätig. Wir haben uns auf die Implementation des Avaloq Banking Systems und die Entwicklung von komplementären Lösungen spezialisiert.;"Als Avaloq Implementationspartner der ersten Stunde ist Monex AG ein gefragter Informatikdienstleister renommierter Privat- & Retailbanken in der Schweiz und im Fürstentum Liechtenstein.\n
Unsere Spezialität: Wir haben uns auf die Implementation des Avaloq Banking Systems (ABS) und die Entwicklung von komplementären Lösungen zum ABS spezialisiert. Unter anderem fokussieren wir uns bei der Software-Entwicklung auf den Bereich Treasury Products (Devisen-, Geldmarkt- und Derivate-Handel). \n
Was erwartet Sie: Von der ersten Abklärung und Analyse über das Lösungsdesign und die Implementation (Hauptaufgabe!) bis zur Ausbildung der Mitarbeiter des Kunden und dem Support nach der Einführung decken Sie alle Facetten eines Auftrages oder Projektes ab. Oft sind Planungs- und Projektleitungsaufgaben sowie Presales-Aktivitäten ebenfalls Bestandteil eines Einsatzes.\n
 Ihre Motivation: Nebst der Begeisterung zur Software-Entwicklung und dem Kundenkontakt sind uns Persönlichkeit, Engagement, Teamfähigkeit und eine zielorientierte Herangehensweise wichtig. Mit ihrem Willen und ihrer Motivation zu herausragenden Leistungen leben Sie die Monex-Philosophie und begeistern unsere Kunden mit Ihrer Performance.\n
Was wir bieten: Ein spannendes, sich permanent veränderndes Umfeld in einer der wichtigsten Branchen der Schweiz und Liechtensteins indem Sie sich durch selbständige Arbeit mit den modernsten Trends, Tools und Gadgets verwirklichen können.
Was ist uns wichtig: Fairness gegenüber Kunden und Mitarbeitern ist kein Lippenbekenntnis, wir leben sie jeden Tag. Freiräume schaffen Platz für Kreativität. Aus Spass und Freude an der Arbeit schöpfen wir die Kraft, die es in diesem fordernden Umfeld braucht. Unsere übersichtliche Grösse mit einer flachen Hierarchie erlaubt uns spontan und schnell auf neue Herausforderungen zu reagieren.\n
Mission Statement: Fairplay, Ethik, kreative Freiräume und Selbständigkeit werden von unseren langjährigen Kunden und Mitarbeitern geschätzt.";www.monex.li;;;;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Banken;Finanzen;;;
Namics AG;Geb 1, 1. OG;Namics gehört zu den führenden Fullservice-Digitalagenturen im deutschsprachigen Raum. Namics schafft Gewinner im digitalen Wandel.;"Namics schafft Gewinner im digitalen Wandel. Als mehrfach ausgezeichneter Digitalspezialist verfolgen wir von Namics die Mission, Kunden ganzheitlich bei ihrer digitalen Transformation zu begleiten. Wir wurden 1995 in St.Gallen gegründet und sind seit Ende 2018 Teil von Merkle, und damit des Dentsu Aegis Network.
Bei uns erlebst du eine Digitalagentur, die anders ist: Bei Namics stehen die Menschen und deren Freude an der Arbeit im Fokus. Ob die flexible Gestaltung deiner Arbeitszeit, die individuelle Förderung durch deinen Coach oder das Mitwirken in Working Groups zur Unternehmensentwicklung – gestalte dein Arbeitsumfeld aktiv mit.
Das bieten wir: 
• Flexible Arbeitszeiten und Work-Life-Balance durch Jahresarbeitszeit
• Homeoffice
• Leistungsgerechte Bezahlung
• Einsatzmöglichkeiten in unseren anderen Standorten - Job Rotation 
• Innovative Mitarbeiterevents: NCamp, NDay und Labs
• Bei uns sind Vorgesetzte keine Chefs sondern Coaches
• Kicker-Turniere und vieles mehr";https://www.namics.com/;https://de.linkedin.com/company/namics-ag;https://www.xing.com/companies/namicsag;https://www.facebook.com/namics/;;https://www.instagram.com/pics.namics/?hl=de;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;E-Business;Agentur;;;
Netcetera AG;Geb 1, 1. OG;Als führende Schweizer Softwarefirma unterstützen wir unsere Kunden weltweit mit zukunftsweisenden Produkten und Individualsoftware.;"Beginnen deine Augen beim Wort ""Softwware"" zu leuten? Und hast du Lust die gelernte Theorie nach deinem Studium praktisch anzuwenden,  entwickeln und dich in einem innovativen Umfeld weiterzuentwickeln? Dan nbist du bei Netcetera genau richtig. Du hast die Möglichkeit direkt oder via einem Praktikum einzusteigen. In beiden Fällen setzt du modernste Technologie für interessante Kundenprojekte ein und lernst dabei von erstklassigen Software-Experten. Bei Netcetera erwartet dich ein dynamisches Umfeld, anspruchsvolle Arbeit und erfolgsorientiertes Denken und Handeln - aber auch viel Spass und top Zusatzleistungen. Werde Teil der Netcetera-Community und bewirb Dich.";www.netcetera.com;www.linkedin.com/company/netcetera;www.xing.com/compnies/netceteraag;www.facebook.com/Netcetera.ch;https://twitter.com/netcetera_buzz;www.instgram.com/netcetera_buzz;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Innovation;International;;;
Netstal-Maschinen AG;Geb 4, Aula;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Nine Internet Solutions AG;Geb 1, 1. OG;Wir sind Navigatoren. Wir lassen uns nicht vom Kurs abbringen und kennen uns mit komplexen Systemen aus. Wir sind der Garant für eine sichere, entspannte Reise in der Cloud. ;"Wir sind Navigatoren. Wir lassen uns durch nichts vom Kurs abbringen und kennen uns mit komplexen Systemen aus. Wir sind der Garant für eine sichere, entspannte Reise zur und in der Cloud.
Als führender Anbieter von Managed-Service-Lösungen in der Schweiz bieten wir in der Public Cloud, basierend auf der AWS-Infrastruktur, oder der Private Cloud, welche den Schweizer Standort nutzt, vollumfängliches Plattform-Management an und beschäftigen rund 40 Mitarbeitende. ";www.nine.ch;https://www.linkedin.com/company/1523688;https://www.xing.com/companies/nineinternetsolutionsag;https://www.facebook.com/NineInternetSolutionsAG;https://twitter.com/nine_ch;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Cloud;Kubernetes;Open Source;IaaS;PaaS
Noser Engineering AG;Geb 1, 1. OG;Über 35 Jahre Software-Engineering auf höchsten Niveau. Wir sind ein starkes Team ausserordentlich motivierter Menschen mit dem Ziel, unsere Kunden mit unserem Know-how tagtäglich auf ihrem Weg zum Erfolg zu unterstützen.;"Wir sind stark im Wachstum und suchen für unsere Standorte in Rheintal, Winterthur, Luzern und Bern ständig neue Mitarbeitende. Unser Leitsatz: ""Gemeinsam MehrWert"" prägt unsere Zusammenarbeit. Dabei sind uns persönlicher Freiraum, Übernahme von Verantwortung und Entwicklungsmöglichkeiten sehr wichtig. Werde Teil eines starken Teams und entwickle unter Einsatz mit neuen Technologien, entsprechender Methoden und Prozesse spannende Projekte in verschiedensten Branchen.";https://www.noser.com/jobs-karriere/ ;;;;;;;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Embedded;Machine Learning;IoT;Digitalisierung;Cloud
Oblamatik AG;Geb 4, Aula;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Open Systems AG;Geb 1, 1. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
PackSys Global AG;Geb 4, 1. OG;Wir bauen Maschinen - und suchen Menschen!;"PackSys Global ist weltweit führend in der Technologie zur Herstellung von Mundpflege- und Kosmetiktuben, Aerosoldosen, Plastik- und Metallverschlüssen, Heissprägemaschinen und Verpackungslösungen für Tuben, Aerosoldosen und Kartuschen. Mit verschiedenen Standorten in der Schweiz und Niederlassungen in Thailand und in Indien sowie Kunden weltweit bieten wir einen internationalen, weltoffenen Arbeitsplatz. 
Durch die abwechslungsreichen und komplexen Aufgaben wird es unseren Mitarbeitern auch nach Jahren nie langweilig. Für die nötige Sicherheit sorgen überdurchschnittliche Sozialleistungen. Als Teil der eigentümergeführten Brückner-Gruppe denken und handeln wir langfristig und vorausschauend. Denn unsere Mitarbeiter stehen bei uns im Mittelpunkt.";https://www.packsysglobal.com/de/Karriere;;;https://www.facebook.com/bruecknergroup.career/?modal=admin_todo_tour;;https://www.instagram.com/bruecknergroup.career/;https://www.youtube.com/channel/UCMFHvlb-UJ7PthY8ifdxmsg;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;Widerstandsfähig;Aussergewöhnlich;Weltoffen;;
POWERcondens AG;Geb 4, 1. OG;POWERcondens ist ein international tätiges Unternehmen in Zizers (GR). Wir entwickeln und produzieren energieeffiziente Lösungen in den Bereichen Heizung, Lüftung, Klima (HLK). Als Zulieferer OEM werden unsere Produkte von unseren Kunden weltweit vertrieben und eingesetzt.;"POWERcondens ist ein international tätiges Unternehmen in Zizers/Landquart (GR). Wir entwickeln und produzieren energieeffiziente Lösungen für die Bereiche Heizung, Lüftung, Klima (HLK). Als Zulieferer OEM werden unsere Produkte von unseren Kunden weltweit vertrieben und eingesetzt.\n
Als inhabergeführtes Familienunternehmen bieten wir:\n
•Kurze Entscheidungswege\n
•Junges und dynamisches Arbeitsumfeld\n
•Entwicklung neuer Produkte zusammen im Entwicklungsteam\n
•Arbeitsort an zentraler Lage im Bündner Rheintal\n
";https://www.powercondens.ch/de/startseite.html;https://ch.linkedin.com/company/powercondens;;;;;;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;Innovation;Kondensationstechnnik;Abwärmenutzung;Heizung;
Process Automation Solutions GmbH;Geb 4, 1. OG;Process Automation Solutions ist einer der führenden, herstellerunabhängigen Anbieter von kompletten Automatisierungslösungen für die Prozess-, Automobil- und Fertigungsindustrie.;"Process Automation Solutions beschäftigen aktuell 1.380 Mitarbeiter in Europa, Amerika und Asien. Schwerpunkte unserer Tätigkeit sind die Projektierung von Steuerungs- und Prozessleitsystemen sowie deren vertikale Integration in den gesamten Unternehmensprozess.
Als eigenständiges Tochterunternehmen der ATS Automation verbinden wir die Flexibilität eines Mittelständlers mit der Leistungsfähigkeit eines großen Unternehmens.
Starten Sie bei uns in einem engagierten Ingenieurteam, und übernehmen Sie Schritt für Schritt Verantwortung. Getreu dem Motto: „Das Ganze ist mehr als die Summe seiner Teile“ setzen sich unsere Mitarbeiter mit ihrem Know-how und ihrer Kreativität für unsere Projekte ein. 
Wenn Sie Kenntnisse in der Mess- und Regeltechnik, Elektrotechnik oder Informatik haben und sich durch Kommunikationsfähigkeit, Einsatzbereitschaft und Zuverlässigkeit auszeichnen, können Sie dazugehören. Wir freuen uns darauf, Sie kennenzulernen!
";https://pa-ats.com ;;;;;;;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Automation;Prozessindustrie;;;
PwC;Geb 1, 1. OG;Reimagine the possible ;"At PwC, we create value for both our people and clients in Assurance, Tax & Legal, Consulting, Deals and Digital Services. And you can do the same. Want to make an impact and shape the future of a leading professional services firm? Are you passionate and ready to embrace change? Then you’ve got what it takes to reimagine the possible. 
Everyone’s career path is unique. That’s why PwC offers countless personal and professional development opportunities that fit with your aspirations, supporting you to grow your own way – so you can become everything you want to be and more.
";www.pwc.ch/careers;;;;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;Cybersecurity;Data Science;;;
Quatico Solutions AG;Geb 1, 1. OG;Software. Quality. Craftsmanship.;"Studierst du noch, oder lernst du schon? 

Wer ist Quatico?
Quatico ist eine qualitätsorientierte Softwarefirma, die massgeschneiderte und vielseitige Lösungen für ihre Kunden entwickelt. Ob anspruchsvolle Webapplikationen mit komplizierter Serverlogik oder digitale Unternehmungen mit aufwändigen Geschäftsprozessen, wir bauen was unsere Kunden brauchen.

Deine Aufgaben:
Als Software Engineer entwickelst du im Team kreative und robuste Lösungen. Du zeigst Eigeninitiative, gehst auch gerne ungewöhnliche Lösungswege, kommunizierst diese klar und bleibst dabei pragmatisch. Du weisst, wie man sich schrittweise und ‘test-driven’ einer vollständigen Implementierung nähert und schon früh Ergebnisse präsentiert. Du willst deine Aufgaben zu Ende bringen, aber sie auch unbedingt richtig machen.

In unterschiedlichen Teamgrössen realisierst du Projekte in einem technologisch abwechslungsreichen Umfeld. Von Web-Technologien über REST Services bis hin zu Datenbankschemata und der Integration von Standardprodukten ist dir jedes Mittel recht, um die bestmögliche Lösung für unsere Kunden zu erreichen.

Mit integrierten Werkzeugen, einer hohen Automatisierung und kurzen Entscheidungswegen erhältst du viel Freiraum zur Weiterentwicklung. Mit deinen Fähigkeiten und deinem Einsatz übernimmst du Verantwortung in allen Projektphasen von der Analyse bis zur Wartung und trägst somit massgeblich zu unserem Erfolg bei.

Was bieten wir Dir?
Eine spannende Herausforderung mit besten Entwicklungsmöglichkeiten.
Ein dynamisches, offenes und unkompliziertes Arbeitsumfeld.
Ein engagiertes Team mit erfahrenen Ingenieuren.
Ein attraktiver Arbeitsort mitten in Zürich-City,
und sehr gute Arbeitsbedingungen.

Zeig uns, was du drauf hast! 
Wir freuen uns auf deine Bewerbung unter hr@quatico.com.";www.quatico.com;www.linkedin.com/company/quatico;;;www.twitter.com/quatico;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Craftsmanship;Start-up;Full-Stack;;
Rittmeyer AG;Geb 5, Foyer;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Rüesch Engineering AG;Geb 1, 2. OG;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
